Time (s),SwitchedCurrent,AveragedCurrent,LinearizedCurrent,SwitchedVoltage,AveragedVoltage,LinearizedVoltage
0,0,39.5256916996047,39.5256916996047,197.628458498024,197.628458498024,197.628458498024
0.000001,0,39.5266798227007,39.5256916996047,195.662022480073,197.628483119151,197.628458498024
0.000009,0,39.5345790892779,39.5256916996047,180.618811360302,197.630400093619,197.628458498024
9.99999999999972E-06,0,39.5355652010752,39.5256916996047,178.821647981056,197.630847540829,197.628458498024
1.00000000000003E-05,21.4192169646572,39.5355652010752,39.5256916996047,178.821647981055,197.630847540829,197.628458498024
1.99999999999994E-05,19.9168060359913,39.5453974083608,39.5256916996047,181.462560441717,197.637698623272,197.628458498024
0.00002,19.9168060359912,39.5453974083608,39.5256916996047,181.462560441717,197.637698623272,197.628458498024
2.99999999999994E-05,18.3995442460253,39.5551530342967,39.5256916996047,182.41413278942,197.648558612527,197.628458498024
3.00000000000006E-05,0,39.5551530342967,39.5256916996047,182.41413278942,197.648558612527,197.628458498024
3.99999999999989E-05,0,39.5648005471471,39.5256916996047,165.055132881907,197.663002241212,197.628458498024
0.00004,0,39.5648005471471,39.5256916996047,165.055132881905,197.663002241212,197.628458498024
4.99999999999992E-05,0,39.5743117394632,39.5256916996047,149.347926742452,197.680629662426,197.628458498024
5.00000000000009E-05,21.7128211188797,39.5743117394632,39.5256916996047,149.34792674245,197.680629662426,197.628458498024
5.99999999999983E-05,20.4426359454157,39.5836617454651,39.5256916996047,155.187486846008,197.701067304666,197.628458498024
0.00006,20.4426359454155,39.5836617454651,39.5256916996047,155.187486846009,197.701067304666,197.628458498024
6.99999999999989E-05,19.1313325470484,39.5928286132198,39.5256916996047,159.241517150044,197.723965227794,197.628458498024
7.00000000000011E-05,0,39.5928286132198,39.5256916996047,159.241517150045,197.723965227794,197.628458498024
7.99999999999977E-05,0,39.6017933091155,39.5256916996047,144.087683265071,197.74899783165,197.628458498024
0.00008,0,39.6017933091155,39.5256916996047,144.087683265068,197.74899783165,197.628458498024
8.99999999999986E-05,0,39.6105393333544,39.5256916996047,130.375810742696,197.775861324686,197.628458498024
9.00000000000014E-05,22.4438779963631,39.6105393333544,39.5256916996047,130.375810742692,197.775861324686,197.628458498024
9.99999999999972E-05,21.3209919536423,39.6190527136044,39.5256916996047,138.789454519769,197.804274303027,197.628458498024
0.0001,21.3209919536419,39.6190527136044,39.5256916996047,138.789454519771,197.804274303027,197.628458498024
0.000109999999999998,20.1360089796972,39.6273216619668,39.5256916996047,145.30254597486,197.833975348233,197.628458498024
